Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh_df8,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches_x,Cmp_x,Att_x,Cmp%,TotDist_df10,PrgDist_df10,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3_df10,PPA,CrsPA,PrgP,Matches_y,Att_y,Live_df10,Dead,FK_y,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_y,Off,Blocksdf9,Matches_df8,SCA,SCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,Matches_df4,Tkl,TklW,Def 3rd_df10,Mid 3rd_df10,Att 3rd_df10,Tkl,Att_df10,Tkl%,Lost,Blocks_df5,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches_df10,Touches,Def Pen,Def 3rd_df6,Mid 3rd_df6,Att 3rd_df6,Att Pen,Live_df6,Att_df6,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_df6,PrgDist_df6,PrgC,1/3_df6,CPA,Mis,Dis,Rec,PrgR,Matches_df6
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,32,1991,23.9,0,2,0,0,0.08,0,0,,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,782,1025,76.3,12722,5225,397,443,89.6,325,401,81,51,141,36.2,2,1.3,1.7,0.7,17,58,23,17,89,Matches,1025,793,229,14,3,1,39,215,0,0,0,0,782,3,26,Matches,31,1.3,26,4,0,0,1,0,5,0.21,5,0,0,0,0,0,Matches,37,23,18,11,8,19,39,48.7,20,28,11,17,21,58,62,0,Matches,1229,92,404,537,295,11,1229,15,4,26.7,8,53.3,521,2455,1022,24,22,3,14,7,580,28,Matches
Adam Webster,eng ENG,DF,Brighton,eng Premier League,28,1995,12.7,0,8,0,0,0.63,0,0,,9.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,997,1096,91,16938,5838,428,462,92.6,495,529,93.6,56,79,70.9,0,0.1,0.3,-0.1,5,92,4,0,80,Matches,1096,1063,31,23,1,4,1,7,0,0,0,0,997,2,2,Matches,14,1.1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,14,12,8,5,1,6,18,33.3,12,16,12,4,16,30,43,1,Matches,1201,106,495,625,86,14,1201,2,0,0,2,100,814,4073,2357,16,16,0,5,2,903,2,Matches
Adam Wharton,eng ENG,MF,Crystal Palace,eng Premier League,19,2004,14.4,0,10,1,10,0.69,0.07,0,0,24.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,464,596,77.9,8091,2486,209,244,85.7,199,234,85,45,80,56.3,3,2.4,1.5,0.6,21,51,16,3,79,Matches,596,553,34,13,3,2,25,0,15,7,4,0,464,9,11,Matches,37,2.57,30,7,0,0,0,0,5,0.35,5,0,0,0,0,0,Matches,48,32,18,22,8,23,46,50,23,17,3,14,20,68,24,1,Matches,742,29,143,426,183,4,742,7,3,42.9,2,28.6,346,1441,723,14,23,0,12,12,449,10,Matches
Adama Bojang,gm GAM,FW,Reims,fr Ligue 1,19,2004,0.9,0,4,1,25,4.34,1.08,0,0,16.9,0,0,0,1.3,1.3,0.32,-1.3,-1.3,Matches,17,27,63,182,66,14,19,73.7,1,2,50,1,1,100,0,0,0.1,0,1,0,0,0,1,Matches,27,23,4,0,0,0,1,0,0,0,0,0,17,0,3,Matches,2,2.17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2,1,1,0,1,0,0,,0,2,1,1,1,3,0,0,Matches,42,1,5,16,22,10,42,1,1,100,0,0,25,134,56,2,1,1,4,1,26,8,Matches
Adama Traoré,es ESP,"FW,MF",Fulham,eng Premier League,27,1996,4.2,2,11,7,63.6,2.63,1.67,0.18,0.29,16,0,0,0,1.5,1.5,0.14,0.5,0.5,Matches,97,139,69.8,1487,457,52,62,83.9,38,52,73.1,5,12,41.7,3,0.7,0.9,2.3,7,3,9,4,16,Matches,139,137,2,0,0,1,26,2,0,0,0,0,97,0,7,Matches,14,3.34,12,0,1,1,0,0,5,1.19,4,0,1,0,0,0,Matches,4,3,1,2,1,3,6,50,3,2,0,2,1,5,2,0,Matches,194,4,28,51,118,24,194,17,9,52.9,6,35.3,134,1227,676,29,13,13,13,9,154,48,Matches
Adel Mahamoud,km COM,FW,Nantes,fr Ligue 1,20,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,2,4,50,32,18,0,2,0,2,2,100,0,0,,0,0,0,0,0,1,0,0,2,Matches,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Matches,5,0,0,3,2,0,5,1,1,100,0,0,3,12,4,0,0,0,1,0,2,1,Matches
Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,25,1997,21,11,67,24,35.8,3.18,1.14,0.16,0.46,14.3,0,0,0,9.1,9.1,0.14,1.9,1.9,Matches,635,838,75.8,9115,2499,376,441,85.3,201,247,81.4,29,74,39.2,7,5.2,4.8,1.8,50,46,32,2,97,Matches,838,759,79,6,6,4,69,8,52,20,17,0,635,0,28,Matches,101,4.81,65,10,16,4,4,2,14,0.67,9,1,2,1,1,0,Matches,20,15,2,11,7,8,22,36.4,14,19,0,19,9,29,0,1,Matches,1109,2,54,458,607,129,1109,87,39,44.8,37,42.5,699,4257,1972,72,42,35,66,42,866,222,Matches
Adnan Januzaj,be BEL,"FW,MF",Sevilla,es La Liga,28,1995,2.1,0,6,1,16.7,2.8,0.47,0,0,16.8,0,0,0,0.6,0.6,0.1,-0.6,-0.6,Matches,70,88,79.5,1250,244,35,38,92.1,23,28,82.1,10,18,55.6,0,0,0.2,0,2,6,1,1,9,Matches,88,80,8,3,0,3,8,3,2,0,1,0,70,0,1,Matches,6,2.8,2,2,1,0,1,0,0,0,0,0,0,0,0,0,Matches,3,3,2,0,1,0,1,0,1,2,0,2,1,4,0,0,Matches,119,1,8,56,57,5,119,11,5,45.5,4,36.4,79,383,156,1,3,0,10,1,92,17,Matches
Adri Bosch,es ESP,DF,Granada,es La Liga,22,2001,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,11,14,78.6,211,61,6,7,85.7,2,2,100,3,5,60,0,0,0,0,0,2,0,0,1,Matches,14,13,1,1,0,0,0,0,0,0,0,0,11,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches,17,2,10,8,0,0,17,0,0,,0,,8,86,43,1,0,0,0,0,9,1,Matches
Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,31,1992,27.5,3,63,24,38.1,2.29,0.87,0.03,0.08,24.1,12,1,1,4.3,3.5,0.06,-1.3,-1.5,Matches,609,928,65.6,9861,3039,339,396,85.6,179,263,68.1,67,173,38.7,2,4.4,3.6,-2.4,52,40,25,16,58,Matches,928,770,150,35,0,16,171,16,94,36,31,0,609,8,43,Matches,108,3.93,59,25,8,6,6,4,8,0.29,4,1,0,3,0,0,Matches,55,37,29,15,11,26,53,49.1,27,37,1,36,15,70,12,0,Matches,1316,18,195,514,633,65,1315,119,46,38.7,65,54.6,749,4984,2406,94,55,24,79,35,821,167,Matches
Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,26,1997,10.8,1,12,3,25,1.11,0.28,0.08,0.33,13.5,0,0,0,1.7,1.7,0.15,-0.7,-0.7,Matches,311,431,72.2,5102,1027,157,203,77.3,122,149,81.9,23,36,63.9,1,0.8,0.6,0.2,11,25,5,0,29,Matches,431,411,18,3,2,5,6,1,0,0,0,0,311,2,17,Matches,29,2.68,22,0,3,3,0,1,4,0.37,3,0,0,1,0,0,Matches,22,13,8,12,2,9,24,37.5,15,17,0,17,4,26,15,0,Matches,560,12,96,304,169,31,560,34,21,61.8,13,38.2,314,1759,702,17,12,0,25,18,341,43,Matches
Adrian Grbic,at AUT,FW,Lorient,fr Ligue 1,26,1996,0.3,0,2,0,0,5.81,0,0,,23.1,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,7,13,53.8,85,6,6,8,75,1,2,50,0,2,0,0,0,0,0,0,0,0,0,0,Matches,13,10,3,1,0,0,1,0,0,0,0,0,7,0,0,Matches,1,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,16,0,1,9,6,1,16,0,0,,0,,5,22,10,0,0,0,1,0,8,4,Matches
Adrien Lebeau,fr FRA,"MF,FW",Brest,fr Ligue 1,24,1999,0.6,0,2,0,0,3.33,0,0,,30.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,19,29,65.5,284,93,10,13,76.9,7,8,87.5,1,4,25,1,0.5,0.3,0.5,4,2,0,0,0,Matches,29,26,3,0,0,0,3,0,3,2,1,0,19,0,3,Matches,4,6.67,3,1,0,0,0,0,1,1.67,1,0,0,0,0,0,Matches,0,0,0,0,0,0,3,0,3,2,1,1,0,0,1,0,Matches,42,1,8,19,16,2,42,1,0,0,1,100,30,138,54,1,2,1,2,1,28,5,Matches
Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,28,1995,29.5,5,38,16,42.1,1.29,0.54,0.13,0.31,16.9,0,0,0,3.5,3.4,0.09,1.5,1.6,Matches,996,1211,82.2,14960,3691,548,620,88.4,361,429,84.1,53,81,65.4,3,4.1,4,-1.1,26,103,23,10,120,Matches,1211,1167,40,15,3,7,45,25,0,0,0,0,996,4,27,Matches,64,2.17,54,0,2,4,4,0,5,0.17,4,0,1,0,0,0,Matches,58,39,22,30,6,30,45,66.7,15,26,6,20,25,83,34,0,Matches,1525,69,269,829,447,79,1525,54,28,51.9,21,38.9,893,5580,2746,72,59,10,52,19,1027,106,Matches
Adrien Tameze,cm CMR,"DF,MF",Torino,it Serie A,29,1994,23.8,0,9,0,0,0.38,0,0,,13,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,1106,1276,86.7,18937,5466,462,506,91.3,549,605,90.7,68,101,67.3,2,2.2,1.2,-0.2,19,81,10,3,90,Matches,1276,1218,56,39,1,5,15,16,0,0,0,0,1106,2,23,Matches,32,1.34,29,0,0,1,0,2,4,0.17,2,0,0,0,0,2,Matches,35,16,13,18,4,18,37,48.6,19,24,11,13,47,82,25,2,Matches,1492,91,536,777,196,21,1492,19,12,63.2,5,26.3,866,4076,1818,22,25,2,20,17,981,39,Matches
Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,29,1993,13.3,1,31,6,19.4,2.34,0.45,0.03,0.17,14.3,0,0,0,3.8,3.8,0.12,-2.8,-2.8,Matches,506,679,74.5,7672,1909,261,319,81.8,192,248,77.4,27,52,51.9,2,3.9,3.8,-1.9,30,44,15,3,68,Matches,679,638,38,18,1,1,47,2,18,2,11,0,506,3,31,Matches,75,5.64,59,9,0,4,3,0,3,0.23,1,1,0,0,1,0,Matches,25,14,4,16,5,11,34,32.4,23,14,0,14,9,34,10,1,Matches,822,17,107,330,393,75,822,14,9,64.3,5,35.7,611,3027,1117,20,23,7,29,22,574,121,Matches
Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,21,2001,23.8,1,20,7,35,0.84,0.29,0.05,0.14,20.7,0,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches,1047,1333,78.5,16183,5530,557,641,86.9,420,537,78.2,43,85,50.6,2,1.8,2,0.2,19,55,22,10,98,Matches,1333,1081,247,21,0,1,72,225,1,1,0,0,1047,5,29,Matches,38,1.59,27,0,4,2,5,0,3,0.13,1,0,0,1,1,0,Matches,39,21,23,10,6,25,40,62.5,15,31,5,26,19,58,49,0,Matches,1586,73,388,665,545,47,1586,56,24,42.9,28,50,1023,5947,2732,51,61,8,34,24,941,181,Matches
Adrià Altimira,es ESP,"DF,MF",Villarreal,es La Liga,22,2001,8.6,0,1,0,0,0.12,0,0,,27.2,0,0,0,0,0,0.03,0,0,Matches,389,465,83.7,6578,2133,180,208,86.5,170,193,88.1,31,42,73.8,0,0.1,0.2,-0.1,2,25,5,2,29,Matches,465,400,65,5,0,1,5,60,0,0,0,0,389,0,10,Matches,6,0.7,6,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches,16,7,9,6,1,9,24,37.5,15,18,5,13,5,21,18,0,Matches,552,38,200,278,82,2,552,16,11,68.8,4,25,257,1338,644,10,6,0,7,5,329,15,Matches
Adrià Pedrosa,es ESP,DF,Sevilla,es La Liga,25,1998,19.5,1,16,4,25,0.82,0.21,0.06,0.25,22,0,0,0,0.7,0.7,0.04,0.3,0.3,Matches,681,931,73.1,10819,3651,385,442,87.1,240,315,76.2,47,122,38.5,4,3.2,2,0.8,27,42,18,13,61,Matches,931,747,179,18,2,3,111,151,10,6,1,0,681,5,28,Matches,52,2.67,38,6,1,2,4,1,4,0.21,4,0,0,0,0,0,Matches,46,26,28,14,4,23,34,67.6,11,26,6,20,15,61,54,0,Matches,1178,57,307,477,408,22,1178,38,12,31.6,18,47.4,575,2913,1475,46,38,9,35,23,667,109,Matches
Adryelson,br BRA,"DF,FW",Lyon,fr Ligue 1,25,1998,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,5,5,100,75,28,3,3,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,Matches,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,Matches,9,2,9,0,0,0,9,0,0,,0,,5,22,9,0,0,0,0,0,5,0,Matches
Adson,br BRA,"MF,FW",Nantes,fr Ligue 1,22,2000,2.6,0,5,0,0,1.89,0,0,,17.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,115,130,88.5,1750,378,61,64,95.3,40,46,87,8,10,80,0,0.1,0.3,-0.1,3,11,4,0,15,Matches,130,128,2,0,0,0,2,2,0,0,0,0,115,0,2,Matches,9,3.4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,7,6,1,6,0,2,2,100,0,5,0,5,2,9,2,0,Matches,163,0,18,81,68,10,163,8,5,62.5,3,37.5,137,934,451,18,9,4,4,4,127,19,Matches
Adu Ares,es ESP,FW,Athletic Club,es La Liga,21,2001,2.9,0,4,0,0,1.36,0,0,,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,79,104,76,1252,82,45,53,84.9,27,34,79.4,5,9,55.6,0,0,0.1,0,1,5,0,0,3,Matches,104,103,1,0,0,1,11,0,1,1,0,0,79,0,5,Matches,3,1.02,2,0,1,0,0,0,1,0.34,1,0,0,0,0,0,Matches,8,4,4,2,2,2,3,66.7,1,1,0,1,1,9,0,0,Matches,147,1,21,63,70,6,147,24,15,62.5,7,29.2,103,881,361,13,3,5,8,4,110,39,Matches
Agustín Martegani,ar ARG,MF,Salernitana,it Serie A,23,2000,8.1,1,15,4,26.7,1.85,0.49,0.07,0.25,24.3,0,0,0,0.6,0.6,0.04,0.4,0.4,Matches,248,297,83.5,3504,949,148,160,92.5,73,87,83.9,13,20,65,0,0.5,0.4,-0.5,6,29,4,0,28,Matches,297,280,12,8,1,1,1,2,2,0,0,0,248,5,4,Matches,19,2.34,16,1,0,0,1,1,2,0.25,2,0,0,0,0,0,Matches,13,7,7,3,3,6,18,33.3,12,4,1,3,4,17,7,1,Matches,371,14,65,201,113,9,371,21,12,57.1,5,23.8,215,1328,678,14,15,3,10,9,239,22,Matches
Ahmed Touba,dz ALG,DF,Lecce,it Serie A,25,1998,3.1,0,1,0,0,0.32,0,0,,7.1,0,0,0,0,0,0.03,0,0,Matches,115,137,83.9,2095,472,38,42,90.5,64,76,84.2,11,14,78.6,0,0,0,0,0,4,0,0,2,Matches,137,125,12,3,0,0,0,0,0,0,0,0,115,0,1,Matches,1,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6,4,3,3,0,3,4,75,1,4,3,1,7,13,20,0,Matches,176,35,106,67,5,1,176,0,0,,0,,81,409,217,0,2,0,1,0,84,1,Matches
Aiham Ousou,sy SYR,DF,Cádiz,es La Liga,23,2000,4.8,0,2,0,0,0.42,0,0,,13.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,142,181,78.5,2765,900,48,60,80,75,83,90.4,17,31,54.8,0,0,0.2,0,0,6,2,0,7,Matches,181,174,6,5,1,2,0,1,0,0,0,0,142,1,2,Matches,2,0.42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8,5,6,2,0,5,5,100,0,1,0,1,7,15,15,0,Matches,215,19,114,93,12,2,215,1,1,100,0,0,124,741,376,2,6,0,3,0,111,0,Matches
Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,25,1997,12.5,0,7,2,28.6,0.56,0.16,0,0,24.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,504,702,71.8,9001,4109,216,240,90,234,315,74.3,48,112,42.9,2,2,0.9,0,12,35,11,10,39,Matches,702,524,175,11,0,1,29,164,0,0,0,0,504,3,19,Matches,24,1.91,19,1,2,2,0,0,3,0.24,2,0,0,1,0,0,Matches,36,21,20,10,6,24,35,68.6,11,16,8,8,9,45,33,0,Matches,838,44,244,418,181,6,838,19,10,52.6,7,36.8,372,2000,917,24,23,1,14,8,429,23,Matches
Aimar Oroz,es ESP,MF,Osasuna,es La Liga,21,2001,26,2,24,5,20.8,0.92,0.19,0.04,0.2,18,1,1,1,3.5,2.8,0.11,-1.5,-1.8,Matches,839,1035,81.1,12423,2859,485,560,86.6,288,329,87.5,41,63,65.1,1,1.6,2.2,-0.6,26,68,18,0,103,Matches,1035,986,43,5,3,3,11,7,1,1,0,0,839,6,35,Matches,70,2.69,60,1,1,4,4,0,3,0.12,2,0,0,1,0,0,Matches,43,26,18,20,5,13,37,35.1,24,27,2,25,16,59,11,0,Matches,1298,17,157,651,516,62,1297,52,26,50,18,34.6,773,4229,2079,52,46,9,58,42,928,126,Matches
Aingeru Olabarrieta,es ESP,FW,Athletic Club,es La Liga,17,2005,0.1,0,1,0,0,10,0,0,,25.4,0,0,0,0,0,0.01,0,0,Matches,2,5,40,23,6,2,2,100,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,Matches,5,5,0,0,0,0,2,0,0,0,0,0,2,0,2,Matches,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,6,0,0,1,5,0,6,0,0,,0,,3,33,26,1,0,0,0,0,4,0,Matches
Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,25,1997,15.9,1,17,5,29.4,1.07,0.31,0,0,13.9,0,1,1,3,2.2,0.16,-2,-2.2,Matches,663,796,83.3,10343,3289,350,387,90.4,241,285,84.6,44,71,62,4,2.1,1.5,1.9,18,45,17,3,76,Matches,796,694,98,9,1,5,21,86,3,1,0,0,663,4,12,Matches,33,2.07,27,0,0,4,1,1,7,0.44,7,0,0,0,0,0,Matches,34,18,12,14,8,19,37,51.4,18,16,6,10,17,51,29,1,Matches,949,56,269,400,293,41,948,33,16,48.5,14,42.4,645,3539,1645,26,25,6,15,11,580,82,Matches
Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32,1991,6.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,127,198,64.1,4462,3696,10,10,100,48,49,98,69,137,50.4,0,0,0,0,0,10,0,0,1,Matches,198,147,49,27,0,0,0,0,0,0,0,0,127,2,0,Matches,1,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,Matches,216,156,207,9,1,1,216,0,0,,0,,112,636,426,0,0,0,0,0,95,0,Matches
Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,23,2000,30,1,14,3,21.4,0.47,0.1,0.07,0.33,9.7,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches,1331,1556,85.5,26700,10013,385,432,89.1,785,843,93.1,146,247,59.1,0,0.2,0.4,-0.2,4,68,6,0,107,Matches,1556,1507,47,39,2,11,1,2,0,0,0,0,1331,2,7,Matches,15,0.5,15,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,20,11,11,9,0,7,14,50,7,23,11,12,33,53,104,0,Matches,1799,158,915,852,41,24,1799,3,2,66.7,1,33.3,1004,5116,2607,6,2,0,9,2,1167,1,Matches
Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,27,1996,11.3,2,13,2,15.4,1.15,0.18,0.15,1,22.1,0,0,0,0.8,0.8,0.06,1.2,1.2,Matches,445,586,75.9,7163,2899,252,280,90,148,190,77.9,37,79,46.8,1,1.3,0.8,-0.3,11,37,14,3,54,Matches,586,490,95,11,0,4,28,84,0,0,0,0,445,1,27,Matches,33,2.92,27,1,2,1,1,1,3,0.27,3,0,0,0,0,0,Matches,46,27,28,13,5,32,59,54.2,27,12,1,11,14,60,33,1,Matches,744,36,232,318,209,25,744,45,27,60,14,31.1,380,1932,1016,22,15,9,19,9,409,50,Matches
Akor Adams,ng NGA,FW,Montpellier,fr Ligue 1,23,2000,25,8,79,32,40.5,3.16,1.28,0.1,0.25,14.5,0,0,0,12.4,12.4,0.16,-4.4,-4.4,Matches,250,385,64.9,3676,786,125,185,67.6,89,126,70.6,14,29,48.3,1,1.9,1.4,-0.9,17,14,4,2,17,Matches,385,375,10,0,2,1,12,1,0,0,0,0,250,0,20,Matches,43,1.72,29,0,5,8,1,0,3,0.12,0,0,2,1,0,0,Matches,12,4,3,4,5,3,7,42.9,4,9,2,7,5,17,11,0,Matches,638,17,61,266,323,118,638,44,14,31.8,26,59.1,442,2673,1004,40,23,22,68,30,472,127,Matches
Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,21,2002,15,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,352,504,69.8,9261,5681,63,63,100,189,196,96.4,97,238,40.8,0,0,0,0,1,11,1,0,0,Matches,504,404,97,36,0,1,0,0,0,0,0,0,352,3,1,Matches,1,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,2,Matches,542,413,540,3,0,0,542,0,0,,0,,415,2305,1282,0,1,1,0,0,300,0,Matches
Alan Matturro,uy URU,DF,Genoa,it Serie A,18,2004,1.2,0,1,0,0,0.85,0,0,,7.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,16,25,64,260,134,7,8,87.5,7,8,87.5,1,6,16.7,0,0,0,0,0,3,0,0,4,Matches,25,24,1,0,0,0,0,1,0,0,0,0,16,0,1,Matches,2,1.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1,1,1,0,0,1,1,100,0,6,3,3,2,3,4,0,Matches,42,10,18,17,7,2,42,1,1,100,0,0,13,41,7,0,0,0,3,0,15,1,Matches
Alan Virginius,fr FRA,FW,Clermont Foot,fr Ligue 1,20,2003,10.4,0,10,6,60,0.96,0.58,0,0,15,0,0,0,1.3,1.3,0.13,-1.3,-1.3,Matches,136,209,65.1,1961,554,71,92,77.2,46,74,62.2,6,14,42.9,2,1.5,2.7,0.5,11,9,5,2,21,Matches,209,182,25,1,2,0,22,0,15,13,1,1,136,2,8,Matches,21,2.02,15,2,1,2,1,0,3,0.29,2,0,0,0,1,0,Matches,9,5,4,4,1,4,11,36.4,7,7,0,7,3,12,7,0,Matches,300,7,38,127,138,40,300,20,10,50,10,50,209,1559,806,22,11,10,24,11,211,64,Matches
Alan Virginius,fr FRA,FW,Lille,fr Ligue 1,20,2003,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,14,17,82.4,183,45,7,8,87.5,5,7,71.4,0,0,,0,0,0,0,1,2,0,0,2,Matches,17,17,0,0,0,0,1,0,0,0,0,0,14,0,0,Matches,2,2.54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,Matches,21,0,2,10,9,2,21,4,2,50,2,50,19,109,54,1,0,1,1,0,18,4,Matches
Alassane Pléa,fr FRA,"FW,MF",Gladbach,de Bundesliga,30,1993,21.3,7,57,18,31.6,2.68,0.85,0.11,0.33,17.6,0,1,1,7,6.2,0.11,0,-0.2,Matches,541,774,69.9,8777,2694,282,345,81.7,186,267,69.7,52,87,59.8,4,4,4.1,0,36,47,38,3,115,Matches,774,720,54,7,13,8,44,4,7,3,3,0,541,0,33,Matches,77,3.62,55,6,5,4,7,0,11,0.52,7,1,2,0,1,0,Matches,17,7,5,8,4,7,15,46.7,8,11,0,11,2,19,6,0,Matches,972,6,71,472,446,90,971,53,21,39.6,26,49.1,635,3074,1633,56,44,21,34,33,766,157,Matches
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,24,1999,27.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,720,1006,71.6,19485,13677,143,144,99.3,359,364,98.6,214,493,43.4,0,0,0,0,0,14,0,0,3,Matches,1006,770,235,69,0,3,0,0,0,0,0,0,720,1,0,Matches,6,0.22,5,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,2,0,2,0,0,0,0,0,14,0,Matches,1081,914,1075,6,0,0,1081,1,0,0,0,0,768,3646,1792,0,0,0,1,0,561,0,Matches
Albert Guðmundsson,is ISL,"FW,MF",Genoa,it Serie A,26,1997,33.5,14,52,19,36.5,1.55,0.57,0.19,0.53,20.8,8,4,5,9.9,5.8,0.11,4.1,4.2,Matches,907,1213,74.8,15139,4812,447,514,87,282,359,78.6,120,230,52.2,4,5.2,6.5,-1.2,81,86,34,8,120,Matches,1213,1006,204,80,5,8,179,16,93,34,48,2,907,3,34,Matches,144,4.3,57,61,3,10,13,0,15,0.45,8,3,1,2,1,0,Matches,23,10,8,10,5,12,44,27.3,32,15,2,13,11,34,13,0,Matches,1526,18,168,708,678,71,1521,96,42,43.8,41,42.7,900,6120,2951,82,71,17,89,51,1031,168,Matches
Albert Sambi Lokonga,be BEL,MF,Luton Town,eng Premier League,23,1999,14.5,1,8,2,25,0.55,0.14,0.13,0.5,20.9,0,0,0,0.6,0.6,0.08,0.4,0.4,Matches,669,766,87.3,11099,3318,319,348,91.7,253,285,88.8,55,76,72.4,3,1.4,0.8,1.6,9,68,6,1,72,Matches,766,694,67,28,5,11,13,8,2,1,1,0,669,5,3,Matches,27,1.86,22,0,0,1,3,1,3,0.21,3,0,0,0,0,0,Matches,29,18,14,12,3,17,24,70.8,7,23,13,10,11,40,14,0,Matches,899,54,223,513,170,11,899,22,11,50,7,31.8,529,3027,1707,29,19,2,12,11,597,13,Matches
Alberto Cerri,it ITA,FW,Empoli,it Serie A,27,1996,6.1,1,10,3,30,1.65,0.5,0.1,0.33,10.8,0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches,68,136,50,877,149,50,82,61,16,33,48.5,2,4,50,0,0.2,0.3,-0.2,4,2,1,0,9,Matches,136,134,1,0,0,0,1,0,0,0,0,0,68,1,5,Matches,8,1.32,6,0,0,2,0,0,1,0.16,0,0,0,1,0,0,Matches,3,3,1,1,1,2,5,40,3,3,1,2,3,6,7,0,Matches,189,7,17,89,85,18,189,6,1,16.7,5,83.3,98,360,149,3,7,1,13,12,145,23,Matches
