,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh_df8,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches_x,Cmp_x,Att_x,Cmp%,TotDist_df10,PrgDist_df10,Cmp_x.1,Att_x.1,Cmp%.1,Cmp_x.2,Att_x.2,Cmp%.2,Cmp_x.3,Att_x.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3_df10,PPA,CrsPA,PrgP,Matches_y,Att_y,Live_df10,Dead,FK_y,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_y,Off,Blocksdf9,Matches_df8,SCA,SCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh_df4.1,Fld.1,Def.1,Matches_df4,Tkl,TklW,Def 3rd_df10,Mid 3rd_df10,Att 3rd_df10,Tkl.1,Att_df10,Tkl%,Lost,Blocks_df5,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches_df10,Touches,Def Pen,Def 3rd_df6,Mid 3rd_df6,Att 3rd_df6,Att Pen,Live_df6,Att_df6,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_df6,PrgDist_df6,PrgC,1/3_df6,CPA,Mis,Dis,Rec,PrgR,Matches_df6,position,sub_position
19,Abner,br BRA,DF,Betis,es La Liga,23.0,2000.0,15.6,0.0,4.0,0.0,0.0,0.26,0.0,0.0,,15.4,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Matches,615.0,797.0,77.2,9211.0,4552.0,351.0,394.0,89.1,203.0,265.0,76.6,37.0,79.0,46.8,1.0,1.0,1.0,0.0,8.0,20.0,7.0,2.0,33.0,Matches,797.0,628.0,165.0,7.0,0.0,3.0,26.0,158.0,0.0,0.0,0.0,0.0,615.0,4.0,23.0,Matches,14.0,0.9,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,25.0,19.0,15.0,9.0,1.0,17.0,34.0,50.0,17.0,23.0,5.0,18.0,15.0,40.0,62.0,0.0,Matches,966.0,72.0,344.0,405.0,226.0,28.0,966.0,13.0,7.0,53.8,5.0,38.5,447.0,1802.0,949.0,14.0,10.0,5.0,18.0,11.0,502.0,58.0,Matches,Defender,Left-Back
22,Achraf Dari,ma MAR,"DF,FW",Brest,fr Ligue 1,24.0,1999.0,1.3,0.0,1.0,1.0,100.0,0.74,0.74,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,Matches,73.0,85.0,85.9,1773.0,564.0,11.0,14.0,78.6,45.0,47.0,95.7,17.0,23.0,73.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,Matches,85.0,83.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,Matches,1.0,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,5.0,6.0,9.0,1.0,Matches,103.0,12.0,54.0,46.0,3.0,1.0,103.0,0.0,0.0,,0.0,,71.0,330.0,155.0,0.0,0.0,0.0,2.0,0.0,63.0,0.0,Matches,Defender,Centre-Back
23,Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,24.0,1998.0,21.5,4.0,42.0,12.0,28.6,1.96,0.56,0.1,0.33,19.8,9.0,0.0,0.0,4.2,4.2,0.1,-0.2,-0.2,Matches,1712.0,1979.0,86.5,25356.0,8074.0,948.0,1030.0,92.0,613.0,696.0,88.1,77.0,125.0,61.6,5.0,5.2,4.2,-0.2,43.0,153.0,45.0,13.0,218.0,Matches,1979.0,1773.0,203.0,29.0,4.0,6.0,79.0,160.0,14.0,1.0,7.0,0.0,1712.0,3.0,42.0,Matches,93.0,4.33,79.0,1.0,2.0,5.0,5.0,1.0,14.0,0.65,13.0,0.0,0.0,1.0,0.0,0.0,Matches,29.0,19.0,14.0,9.0,6.0,17.0,34.0,50.0,17.0,28.0,4.0,24.0,12.0,41.0,28.0,2.0,Matches,2217.0,68.0,425.0,976.0,835.0,67.0,2217.0,57.0,27.0,47.4,30.0,52.6,1762.0,9215.0,4942.0,84.0,78.0,22.0,33.0,33.0,1679.0,230.0,Matches,Defender,Right-Back
25,Adam Lallana,eng ENG,"MF,FW",Brighton,eng Premier League,35.0,1988.0,9.4,0.0,11.0,2.0,18.2,1.16,0.21,0.0,0.0,17.8,0.0,0.0,0.0,0.8,0.8,0.08,-0.8,-0.8,Matches,451.0,509.0,88.6,4936.0,1088.0,326.0,352.0,92.6,78.0,90.0,86.7,7.0,8.0,87.5,1.0,1.7,2.0,-0.7,15.0,21.0,16.0,1.0,39.0,Matches,509.0,491.0,15.0,5.0,3.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,451.0,3.0,9.0,Matches,28.0,2.96,27.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Matches,8.0,3.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,1.0,3.0,11.0,1.0,0.0,Matches,574.0,5.0,80.0,268.0,229.0,44.0,574.0,13.0,3.0,23.1,9.0,69.2,354.0,1310.0,483.0,9.0,12.0,4.0,14.0,18.0,491.0,55.0,Matches,Attack,Attacking Midfield
27,Adam Masina,ma MAR,DF,Torino,it Serie A,29.0,1994.0,11.4,0.0,5.0,1.0,20.0,0.44,0.09,0.0,0.0,13.4,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2,Matches,557.0,652.0,85.4,9669.0,4033.0,236.0,259.0,91.1,275.0,317.0,86.8,37.0,61.0,60.7,0.0,0.2,0.4,-0.2,3.0,35.0,4.0,0.0,42.0,Matches,652.0,620.0,31.0,8.0,0.0,1.0,4.0,17.0,0.0,0.0,0.0,0.0,557.0,1.0,2.0,Matches,10.0,0.88,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,17.0,12.0,8.0,8.0,1.0,5.0,20.0,25.0,15.0,12.0,6.0,6.0,11.0,28.0,30.0,0.0,Matches,741.0,94.0,395.0,309.0,42.0,8.0,741.0,1.0,1.0,100.0,0.0,0.0,432.0,1798.0,830.0,3.0,4.0,0.0,4.0,6.0,504.0,6.0,Matches,Defender,Left-Back
28,Adam Masina,ma MAR,DF,Udinese,it Serie A,29.0,1994.0,0.7,0.0,1.0,1.0,100.0,1.41,1.41,0.0,0.0,21.9,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,Matches,22.0,30.0,73.3,345.0,153.0,12.0,15.0,80.0,8.0,9.0,88.9,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,30.0,27.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,Matches,2.0,2.86,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0,0.0,2.0,2.0,0.0,2.0,4.0,50.0,2.0,2.0,1.0,1.0,2.0,6.0,5.0,0.0,Matches,48.0,7.0,27.0,14.0,7.0,0.0,48.0,0.0,0.0,,0.0,,20.0,55.0,8.0,0.0,0.0,0.0,2.0,1.0,20.0,3.0,Matches,Defender,Left-Back
29,Adam Obert,sk SVK,DF,Cagliari,it Serie A,20.0,2002.0,10.5,0.0,3.0,3.0,100.0,0.29,0.29,0.0,0.0,18.8,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,Matches,372.0,474.0,78.5,7539.0,2700.0,144.0,162.0,88.9,169.0,197.0,85.8,57.0,100.0,57.0,0.0,0.9,0.7,-0.9,6.0,40.0,10.0,6.0,37.0,Matches,474.0,429.0,43.0,17.0,1.0,14.0,15.0,24.0,2.0,0.0,2.0,0.0,372.0,2.0,11.0,Matches,16.0,1.53,15.0,1.0,0.0,0.0,0.0,0.0,4.0,0.38,4.0,0.0,0.0,0.0,0.0,0.0,Matches,17.0,9.0,8.0,8.0,1.0,8.0,17.0,47.1,9.0,13.0,7.0,6.0,21.0,38.0,41.0,1.0,Matches,587.0,61.0,256.0,281.0,52.0,3.0,587.0,5.0,3.0,60.0,1.0,20.0,283.0,1533.0,857.0,14.0,6.0,1.0,9.0,2.0,322.0,5.0,Matches,Defender,Centre-Back
30,Adam Ounas,dz ALG,FW,Lille,fr Ligue 1,26.0,1996.0,4.6,1.0,9.0,3.0,33.3,1.94,0.65,0.11,0.33,18.6,1.0,0.0,0.0,0.6,0.6,0.07,0.4,0.4,Matches,138.0,194.0,71.1,2338.0,766.0,70.0,84.0,83.3,47.0,64.0,73.4,16.0,29.0,55.2,0.0,1.9,1.8,-1.9,13.0,7.0,11.0,5.0,20.0,Matches,194.0,181.0,12.0,2.0,2.0,1.0,22.0,2.0,8.0,5.0,1.0,0.0,138.0,1.0,4.0,Matches,28.0,6.04,17.0,1.0,4.0,2.0,4.0,0.0,1.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,Matches,4.0,3.0,2.0,2.0,0.0,2.0,7.0,28.6,5.0,2.0,0.0,2.0,6.0,10.0,1.0,0.0,Matches,253.0,2.0,27.0,102.0,133.0,15.0,253.0,25.0,16.0,64.0,6.0,24.0,198.0,1328.0,616.0,20.0,12.0,8.0,13.0,16.0,183.0,40.0,Matches,Attack,Right Winger
32,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,32.0,1991.0,23.9,0.0,2.0,0.0,0.0,0.08,0.0,0.0,,26.9,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Matches,782.0,1025.0,76.3,12722.0,5225.0,397.0,443.0,89.6,325.0,401.0,81.0,51.0,141.0,36.2,2.0,1.3,1.7,0.7,17.0,58.0,23.0,17.0,89.0,Matches,1025.0,793.0,229.0,14.0,3.0,1.0,39.0,215.0,0.0,0.0,0.0,0.0,782.0,3.0,26.0,Matches,31.0,1.3,26.0,4.0,0.0,0.0,1.0,0.0,5.0,0.21,5.0,0.0,0.0,0.0,0.0,0.0,Matches,37.0,23.0,18.0,11.0,8.0,19.0,39.0,48.7,20.0,28.0,11.0,17.0,21.0,58.0,62.0,0.0,Matches,1229.0,92.0,404.0,537.0,295.0,11.0,1229.0,15.0,4.0,26.7,8.0,53.3,521.0,2455.0,1022.0,24.0,22.0,3.0,14.0,7.0,580.0,28.0,Matches,Defender,Right-Back
33,Adam Webster,eng ENG,DF,Brighton,eng Premier League,28.0,1995.0,12.7,0.0,8.0,0.0,0.0,0.63,0.0,0.0,,9.9,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,Matches,997.0,1096.0,91.0,16938.0,5838.0,428.0,462.0,92.6,495.0,529.0,93.6,56.0,79.0,70.9,0.0,0.1,0.3,-0.1,5.0,92.0,4.0,0.0,80.0,Matches,1096.0,1063.0,31.0,23.0,1.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,997.0,2.0,2.0,Matches,14.0,1.1,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,14.0,12.0,8.0,5.0,1.0,6.0,18.0,33.3,12.0,16.0,12.0,4.0,16.0,30.0,43.0,1.0,Matches,1201.0,106.0,495.0,625.0,86.0,14.0,1201.0,2.0,0.0,0.0,2.0,100.0,814.0,4073.0,2357.0,16.0,16.0,0.0,5.0,2.0,903.0,2.0,Matches,Defender,Centre-Back
37,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,25.0,1997.0,21.0,11.0,67.0,24.0,35.8,3.18,1.14,0.16,0.46,14.3,0.0,0.0,0.0,9.1,9.1,0.14,1.9,1.9,Matches,635.0,838.0,75.8,9115.0,2499.0,376.0,441.0,85.3,201.0,247.0,81.4,29.0,74.0,39.2,7.0,5.2,4.8,1.8,50.0,46.0,32.0,2.0,97.0,Matches,838.0,759.0,79.0,6.0,6.0,4.0,69.0,8.0,52.0,20.0,17.0,0.0,635.0,0.0,28.0,Matches,101.0,4.81,65.0,10.0,16.0,4.0,4.0,2.0,14.0,0.67,9.0,1.0,2.0,1.0,1.0,0.0,Matches,20.0,15.0,2.0,11.0,7.0,8.0,22.0,36.4,14.0,19.0,0.0,19.0,9.0,29.0,0.0,1.0,Matches,1109.0,2.0,54.0,458.0,607.0,129.0,1109.0,87.0,39.0,44.8,37.0,42.5,699.0,4257.0,1972.0,72.0,42.0,35.0,66.0,42.0,866.0,222.0,Matches,Attack,Left Winger
38,Adnan Januzaj,be BEL,"FW,MF",Sevilla,es La Liga,28.0,1995.0,2.1,0.0,6.0,1.0,16.7,2.8,0.47,0.0,0.0,16.8,0.0,0.0,0.0,0.6,0.6,0.1,-0.6,-0.6,Matches,70.0,88.0,79.5,1250.0,244.0,35.0,38.0,92.1,23.0,28.0,82.1,10.0,18.0,55.6,0.0,0.0,0.2,0.0,2.0,6.0,1.0,1.0,9.0,Matches,88.0,80.0,8.0,3.0,0.0,3.0,8.0,3.0,2.0,0.0,1.0,0.0,70.0,0.0,1.0,Matches,6.0,2.8,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,Matches,119.0,1.0,8.0,56.0,57.0,5.0,119.0,11.0,5.0,45.5,4.0,36.4,79.0,383.0,156.0,1.0,3.0,0.0,10.0,1.0,92.0,17.0,Matches,Attack,Right Winger
40,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,26.0,1997.0,10.8,1.0,12.0,3.0,25.0,1.11,0.28,0.08,0.33,13.5,0.0,0.0,0.0,1.7,1.7,0.15,-0.7,-0.7,Matches,311.0,431.0,72.2,5102.0,1027.0,157.0,203.0,77.3,122.0,149.0,81.9,23.0,36.0,63.9,1.0,0.8,0.6,0.2,11.0,25.0,5.0,0.0,29.0,Matches,431.0,411.0,18.0,3.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,311.0,2.0,17.0,Matches,29.0,2.68,22.0,0.0,3.0,3.0,0.0,1.0,4.0,0.37,3.0,0.0,0.0,1.0,0.0,0.0,Matches,22.0,13.0,8.0,12.0,2.0,9.0,24.0,37.5,15.0,17.0,0.0,17.0,4.0,26.0,15.0,0.0,Matches,560.0,12.0,96.0,304.0,169.0,31.0,560.0,34.0,21.0,61.8,13.0,38.2,314.0,1759.0,702.0,17.0,12.0,0.0,25.0,18.0,341.0,43.0,Matches,Attack,Attacking Midfield
41,Adrian Grbic,at AUT,FW,Lorient,fr Ligue 1,26.0,1996.0,0.3,0.0,2.0,0.0,0.0,5.81,0.0,0.0,,23.1,1.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,Matches,7.0,13.0,53.8,85.0,6.0,6.0,8.0,75.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,13.0,10.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,Matches,1.0,2.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,16.0,0.0,1.0,9.0,6.0,1.0,16.0,0.0,0.0,,0.0,,5.0,22.0,10.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,Matches,Attack,Centre-Forward
42,Adrien Lebeau,fr FRA,"MF,FW",Brest,fr Ligue 1,24.0,1999.0,0.6,0.0,2.0,0.0,0.0,3.33,0.0,0.0,,30.7,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Matches,19.0,29.0,65.5,284.0,93.0,10.0,13.0,76.9,7.0,8.0,87.5,1.0,4.0,25.0,1.0,0.5,0.3,0.5,4.0,2.0,0.0,0.0,0.0,Matches,29.0,26.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,19.0,0.0,3.0,Matches,4.0,6.67,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,Matches,42.0,1.0,8.0,19.0,16.0,2.0,42.0,1.0,0.0,0.0,1.0,100.0,30.0,138.0,54.0,1.0,2.0,1.0,2.0,1.0,28.0,5.0,Matches,Attack,Attacking Midfield
43,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,28.0,1995.0,29.5,5.0,38.0,16.0,42.1,1.29,0.54,0.13,0.31,16.9,0.0,0.0,0.0,3.5,3.4,0.09,1.5,1.6,Matches,996.0,1211.0,82.2,14960.0,3691.0,548.0,620.0,88.4,361.0,429.0,84.1,53.0,81.0,65.4,3.0,4.1,4.0,-1.1,26.0,103.0,23.0,10.0,120.0,Matches,1211.0,1167.0,40.0,15.0,3.0,7.0,45.0,25.0,0.0,0.0,0.0,0.0,996.0,4.0,27.0,Matches,64.0,2.17,54.0,0.0,2.0,4.0,4.0,0.0,5.0,0.17,4.0,0.0,1.0,0.0,0.0,0.0,Matches,58.0,39.0,22.0,30.0,6.0,30.0,45.0,66.7,15.0,26.0,6.0,20.0,25.0,83.0,34.0,0.0,Matches,1525.0,69.0,269.0,829.0,447.0,79.0,1525.0,54.0,28.0,51.9,21.0,38.9,893.0,5580.0,2746.0,72.0,59.0,10.0,52.0,19.0,1027.0,106.0,Matches,Midfield,Central Midfield
44,Adrien Tameze,cm CMR,"DF,MF",Torino,it Serie A,29.0,1994.0,23.8,0.0,9.0,0.0,0.0,0.38,0.0,0.0,,13.0,0.0,0.0,0.0,0.7,0.7,0.08,-0.7,-0.7,Matches,1106.0,1276.0,86.7,18937.0,5466.0,462.0,506.0,91.3,549.0,605.0,90.7,68.0,101.0,67.3,2.0,2.2,1.2,-0.2,19.0,81.0,10.0,3.0,90.0,Matches,1276.0,1218.0,56.0,39.0,1.0,5.0,15.0,16.0,0.0,0.0,0.0,0.0,1106.0,2.0,23.0,Matches,32.0,1.34,29.0,0.0,0.0,1.0,0.0,2.0,4.0,0.17,2.0,0.0,0.0,0.0,0.0,2.0,Matches,35.0,16.0,13.0,18.0,4.0,18.0,37.0,48.6,19.0,24.0,11.0,13.0,47.0,82.0,25.0,2.0,Matches,1492.0,91.0,536.0,777.0,196.0,21.0,1492.0,19.0,12.0,63.2,5.0,26.3,866.0,4076.0,1818.0,22.0,25.0,2.0,20.0,17.0,981.0,39.0,Matches,Midfield,Defensive Midfield
45,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,29.0,1993.0,13.3,1.0,31.0,6.0,19.4,2.34,0.45,0.03,0.17,14.3,0.0,0.0,0.0,3.8,3.8,0.12,-2.8,-2.8,Matches,506.0,679.0,74.5,7672.0,1909.0,261.0,319.0,81.8,192.0,248.0,77.4,27.0,52.0,51.9,2.0,3.9,3.8,-1.9,30.0,44.0,15.0,3.0,68.0,Matches,679.0,638.0,38.0,18.0,1.0,1.0,47.0,2.0,18.0,2.0,11.0,0.0,506.0,3.0,31.0,Matches,75.0,5.64,59.0,9.0,0.0,4.0,3.0,0.0,3.0,0.23,1.0,1.0,0.0,0.0,1.0,0.0,Matches,25.0,14.0,4.0,16.0,5.0,11.0,34.0,32.4,23.0,14.0,0.0,14.0,9.0,34.0,10.0,1.0,Matches,822.0,17.0,107.0,330.0,393.0,75.0,822.0,14.0,9.0,64.3,5.0,35.7,611.0,3027.0,1117.0,20.0,23.0,7.0,29.0,22.0,574.0,121.0,Matches,Attack,Attacking Midfield
46,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,21.0,2001.0,23.8,1.0,20.0,7.0,35.0,0.84,0.29,0.05,0.14,20.7,0.0,0.0,0.0,1.7,1.7,0.08,-0.7,-0.7,Matches,1047.0,1333.0,78.5,16183.0,5530.0,557.0,641.0,86.9,420.0,537.0,78.2,43.0,85.0,50.6,2.0,1.8,2.0,0.2,19.0,55.0,22.0,10.0,98.0,Matches,1333.0,1081.0,247.0,21.0,0.0,1.0,72.0,225.0,1.0,1.0,0.0,0.0,1047.0,5.0,29.0,Matches,38.0,1.59,27.0,0.0,4.0,2.0,5.0,0.0,3.0,0.13,1.0,0.0,0.0,1.0,1.0,0.0,Matches,39.0,21.0,23.0,10.0,6.0,25.0,40.0,62.5,15.0,31.0,5.0,26.0,19.0,58.0,49.0,0.0,Matches,1586.0,73.0,388.0,665.0,545.0,47.0,1586.0,56.0,24.0,42.9,28.0,50.0,1023.0,5947.0,2732.0,51.0,61.0,8.0,34.0,24.0,941.0,181.0,Matches,Defender,Left-Back
52,Ahmed Touba,dz ALG,DF,Lecce,it Serie A,25.0,1998.0,3.1,0.0,1.0,0.0,0.0,0.32,0.0,0.0,,7.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,Matches,115.0,137.0,83.9,2095.0,472.0,38.0,42.0,90.5,64.0,76.0,84.2,11.0,14.0,78.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,Matches,137.0,125.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,1.0,Matches,1.0,0.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,6.0,4.0,3.0,3.0,0.0,3.0,4.0,75.0,1.0,4.0,3.0,1.0,7.0,13.0,20.0,0.0,Matches,176.0,35.0,106.0,67.0,5.0,1.0,176.0,0.0,0.0,,0.0,,81.0,409.0,217.0,0.0,2.0,0.0,1.0,0.0,84.0,1.0,Matches,Defender,Centre-Back
55,Aimar Oroz,es ESP,MF,Osasuna,es La Liga,21.0,2001.0,26.0,2.0,24.0,5.0,20.8,0.92,0.19,0.04,0.2,18.0,1.0,1.0,1.0,3.5,2.8,0.11,-1.5,-1.8,Matches,839.0,1035.0,81.1,12423.0,2859.0,485.0,560.0,86.6,288.0,329.0,87.5,41.0,63.0,65.1,1.0,1.6,2.2,-0.6,26.0,68.0,18.0,0.0,103.0,Matches,1035.0,986.0,43.0,5.0,3.0,3.0,11.0,7.0,1.0,1.0,0.0,0.0,839.0,6.0,35.0,Matches,70.0,2.69,60.0,1.0,1.0,4.0,4.0,0.0,3.0,0.12,2.0,0.0,0.0,1.0,0.0,0.0,Matches,43.0,26.0,18.0,20.0,5.0,13.0,37.0,35.1,24.0,27.0,2.0,25.0,16.0,59.0,11.0,0.0,Matches,1298.0,17.0,157.0,651.0,516.0,62.0,1297.0,52.0,26.0,50.0,18.0,34.6,773.0,4229.0,2079.0,52.0,46.0,9.0,58.0,42.0,928.0,126.0,Matches,Attack,Attacking Midfield
57,Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,23.0,2000.0,30.0,1.0,14.0,3.0,21.4,0.47,0.1,0.07,0.33,9.7,0.0,0.0,0.0,1.2,1.2,0.08,-0.2,-0.2,Matches,1331.0,1556.0,85.5,26700.0,10013.0,385.0,432.0,89.1,785.0,843.0,93.1,146.0,247.0,59.1,0.0,0.2,0.4,-0.2,4.0,68.0,6.0,0.0,107.0,Matches,1556.0,1507.0,47.0,39.0,2.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,1331.0,2.0,7.0,Matches,15.0,0.5,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches,20.0,11.0,11.0,9.0,0.0,7.0,14.0,50.0,7.0,23.0,11.0,12.0,33.0,53.0,104.0,0.0,Matches,1799.0,158.0,915.0,852.0,41.0,24.0,1799.0,3.0,2.0,66.7,1.0,33.3,1004.0,5116.0,2607.0,6.0,2.0,0.0,9.0,2.0,1167.0,1.0,Matches,Defender,Centre-Back
58,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,27.0,1996.0,11.3,2.0,13.0,2.0,15.4,1.15,0.18,0.15,1.0,22.1,0.0,0.0,0.0,0.8,0.8,0.06,1.2,1.2,Matches,445.0,586.0,75.9,7163.0,2899.0,252.0,280.0,90.0,148.0,190.0,77.9,37.0,79.0,46.8,1.0,1.3,0.8,-0.3,11.0,37.0,14.0,3.0,54.0,Matches,586.0,490.0,95.0,11.0,0.0,4.0,28.0,84.0,0.0,0.0,0.0,0.0,445.0,1.0,27.0,Matches,33.0,2.92,27.0,1.0,2.0,1.0,1.0,1.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0,Matches,46.0,27.0,28.0,13.0,5.0,32.0,59.0,54.2,27.0,12.0,1.0,11.0,14.0,60.0,33.0,1.0,Matches,744.0,36.0,232.0,318.0,209.0,25.0,744.0,45.0,27.0,60.0,14.0,31.1,380.0,1932.0,1016.0,22.0,15.0,9.0,19.0,9.0,409.0,50.0,Matches,Defender,Right-Back
61,Alan Virginius,fr FRA,FW,Clermont Foot,fr Ligue 1,20.0,2003.0,10.4,0.0,10.0,6.0,60.0,0.96,0.58,0.0,0.0,15.0,0.0,0.0,0.0,1.3,1.3,0.13,-1.3,-1.3,Matches,136.0,209.0,65.1,1961.0,554.0,71.0,92.0,77.2,46.0,74.0,62.2,6.0,14.0,42.9,2.0,1.5,2.7,0.5,11.0,9.0,5.0,2.0,21.0,Matches,209.0,182.0,25.0,1.0,2.0,0.0,22.0,0.0,15.0,13.0,1.0,1.0,136.0,2.0,8.0,Matches,21.0,2.02,15.0,2.0,1.0,2.0,1.0,0.0,3.0,0.29,2.0,0.0,0.0,0.0,1.0,0.0,Matches,9.0,5.0,4.0,4.0,1.0,4.0,11.0,36.4,7.0,7.0,0.0,7.0,3.0,12.0,7.0,0.0,Matches,300.0,7.0,38.0,127.0,138.0,40.0,300.0,20.0,10.0,50.0,10.0,50.0,209.0,1559.0,806.0,22.0,11.0,10.0,24.0,11.0,211.0,64.0,Matches,Attack,Left Winger
64,Albert Sambi Lokonga,be BEL,MF,Luton Town,eng Premier League,23.0,1999.0,14.5,1.0,8.0,2.0,25.0,0.55,0.14,0.13,0.5,20.9,0.0,0.0,0.0,0.6,0.6,0.08,0.4,0.4,Matches,669.0,766.0,87.3,11099.0,3318.0,319.0,348.0,91.7,253.0,285.0,88.8,55.0,76.0,72.4,3.0,1.4,0.8,1.6,9.0,68.0,6.0,1.0,72.0,Matches,766.0,694.0,67.0,28.0,5.0,11.0,13.0,8.0,2.0,1.0,1.0,0.0,669.0,5.0,3.0,Matches,27.0,1.86,22.0,0.0,0.0,1.0,3.0,1.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,Matches,29.0,18.0,14.0,12.0,3.0,17.0,24.0,70.8,7.0,23.0,13.0,10.0,11.0,40.0,14.0,0.0,Matches,899.0,54.0,223.0,513.0,170.0,11.0,899.0,22.0,11.0,50.0,7.0,31.8,529.0,3027.0,1707.0,29.0,19.0,2.0,12.0,11.0,597.0,13.0,Matches,Midfield,Central Midfield
